,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Rent
4370,3,1742,25,Super Area,Hyderabad,Semi-Furnished,Family,2,53000
4371,2,1000,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4372,2,1440,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4373,3,1600,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,28000
4374,3,1838,4,Super Area,Hyderabad,Unfurnished,Bachelors,3,57000
4375,2,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors,2,10000
4376,3,200,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,21467
4377,1,1050,2,Carpet Area,Hyderabad,Furnished,Bachelors,1,32000
4378,1,400,4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,7000
4379,2,1350,5,Super Area,Hyderabad,Semi-Furnished,Bachelors,2,30000
4380,3,1960,13,Super Area,Hyderabad,Unfurnished,Bachelors,3,40000
4381,1,800,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,9000
4382,2,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors,2,15000
4383,2,1100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,18000
4384,3,1480,2,Super Area,Hyderabad,Furnished,Bachelors/Family,3,25000
4385,1,700,0,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,8500
4386,3,1500,5,Super Area,Hyderabad,Furnished,Bachelors/Family,2,20000
4387,2,1000,5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4388,2,900,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12500
4389,3,1250,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,25000
4390,2,1100,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,10000
4391,3,1300,3,Super Area,Hyderabad,Semi-Furnished,Bachelors,2,18000
4392,3,1275,4,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4393,3,1265,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,13000
4394,1,700,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,13000
4395,2,1150,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,25000
4396,2,850,0,Carpet Area,Hyderabad,Semi-Furnished,Family,2,9000
4397,2,1285,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4398,3,2000,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4399,2,1000,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,20000
4400,1,700,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,13500
4401,3,1100,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,21000
4402,2,1000,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4403,2,800,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4404,2,1400,0,Super Area,Hyderabad,Furnished,Bachelors/Family,2,10000
4405,2,1350,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,24000
4406,2,1100,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,13000
4407,2,840,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4408,2,1325,6,Super Area,Hyderabad,Furnished,Bachelors/Family,2,55000
4409,5,3500,2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,6,50000
4410,3,1250,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,32000
4411,3,1500,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,22000
4412,2,1050,1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,8500
4413,3,1200,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4414,3,1500,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4415,1,100,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,3000
4416,3,1742,23,Super Area,Hyderabad,Semi-Furnished,Family,3,52000
4417,2,650,3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,9500
4418,3,2235,0,Carpet Area,Hyderabad,Unfurnished,Family,5,46000
4419,2,1000,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4420,2,175,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,8000
4421,2,160,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4422,2,1200,2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,10000
4423,2,1283,5,Super Area,Hyderabad,Unfurnished,Bachelors,2,39000
4424,1,600,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,9000
4425,4,3455,12,Super Area,Hyderabad,Semi-Furnished,Family,4,120000
4426,3,1500,1,Carpet Area,Hyderabad,Semi-Furnished,Family,3,25000
4427,1,540,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,14000
4428,1,500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4429,2,1100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4430,2,1350,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,8000
4431,1,400,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4432,2,120,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4433,3,3050,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,35000
4434,2,400,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,16000
4435,2,800,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14000
4436,2,90,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,10000
4437,1,500,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7000
4438,2,1150,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4439,3,1700,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,22000
4440,2,1000,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4441,3,1100,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,10000
4442,3,1360,6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4443,1,400,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6500
4444,2,1150,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,25000
4445,2,700,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4446,1,100,-1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,9000
4447,2,800,0,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,7000
4448,2,500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4449,2,900,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,9000
4450,3,1500,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,30000
4451,3,1600,1,Super Area,Hyderabad,Semi-Furnished,Family,3,15500
4452,2,1300,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10500
4453,3,1305,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4454,1,400,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4455,2,600,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,15000
4456,2,1130,3,Super Area,Hyderabad,Unfurnished,Bachelors,2,21000
4457,4,7000,-2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,6,400000
4458,1,890,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,9000
4459,3,1606,9,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,30000
4460,1,650,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6500
4461,2,600,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4462,2,1350,20,Carpet Area,Hyderabad,Furnished,Bachelors,2,45000
4463,2,1050,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4464,2,1600,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,16000
4465,3,1840,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,22000
4466,2,1100,5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4467,2,800,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,13000
4468,2,800,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4469,2,1100,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4470,3,2000,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4471,1,750,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,9000
4472,3,1650,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4473,2,600,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,6500
4474,3,2352,1,Carpet Area,Hyderabad,Semi-Furnished,Family,4,45000
4475,3,2671,2,Carpet Area,Hyderabad,Semi-Furnished,Family,3,42000
4476,2,550,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4477,3,1700,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,24000
4478,2,1050,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4479,6,2400,0,Super Area,Hyderabad,Unfurnished,Family,4,20000
4480,2,800,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4481,2,1000,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4482,2,1100,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4483,1,160,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6500
4484,2,1230,5,Super Area,Hyderabad,Semi-Furnished,Family,2,22000
4485,1,500,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6200
4486,1,300,2,Super Area,Hyderabad,Furnished,Bachelors/Family,1,9000
4487,2,1156,0,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,9000
4488,2,1100,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4489,2,1250,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,15000
4490,3,900,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4491,1,650,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6800
4492,1,350,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5000
4493,2,1500,0,Super Area,Hyderabad,Furnished,Bachelors/Family,2,12000
4494,2,100,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4495,2,900,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4496,2,990,3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,18000
4497,3,1700,5,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4498,2,900,3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,15000
4499,3,1700,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,23000
4500,2,1050,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10500
4501,3,1550,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,37000
4502,2,1050,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4503,3,1600,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4504,2,1250,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4505,2,700,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,10000
4506,2,1100,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12500
4507,2,850,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,15000
4508,3,1700,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,35000
4509,3,1800,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,30000
4510,1,520,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,8000
4511,2,800,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7000
4512,1,67,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,5500
4513,1,500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5000
4514,2,1060,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,8500
4515,2,900,0,Super Area,Hyderabad,Furnished,Bachelors/Family,1,8000
4516,2,1650,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,16000
4517,2,800,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,7500
4518,6,3400,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,7,35000
4519,3,1100,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,8000
4520,2,1492,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,45000
4521,3,1100,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,9000
4522,4,2990,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,60000
4523,3,2780,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,70000
4524,2,1100,1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4525,2,90,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,11000
4526,2,760,1,Super Area,Hyderabad,Unfurnished,Family,2,5800
4527,1,600,0,Super Area,Hyderabad,Furnished,Bachelors/Family,1,9000
4528,2,940,6,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,18000
4529,3,1742,24,Carpet Area,Hyderabad,Semi-Furnished,Family,3,45000
4530,3,2000,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,55000
4531,1,800,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,9500
4532,3,1800,1,Super Area,Hyderabad,Furnished,Bachelors/Family,3,35000
4533,2,1350,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7500
4534,3,1685,0,Super Area,Hyderabad,Furnished,Bachelors/Family,3,25000
4535,2,1250,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,12500
4536,3,1800,1,Carpet Area,Hyderabad,Semi-Furnished,Family,3,22000
4537,2,853,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,7500
4538,3,2000,4,Carpet Area,Hyderabad,Semi-Furnished,Family,3,42000
4539,1,800,0,Super Area,Hyderabad,Furnished,Bachelors/Family,1,8000
4540,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,20000
4541,2,1100,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,19000
4542,1,550,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,14000
4543,4,4761,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,6,200000
4544,2,920,3,Carpet Area,Hyderabad,Semi-Furnished,Family,2,18500
4545,3,1400,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,38000
4546,3,2310,3,Super Area,Hyderabad,Semi-Furnished,Family,3,67000
4547,2,650,2,Super Area,Hyderabad,Unfurnished,Family,2,5000
4548,1,700,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,25000
4549,1,300,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7000
4550,4,100,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4551,2,1050,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,25000
4552,2,1125,1,Super Area,Hyderabad,Unfurnished,Bachelors,2,11000
4553,4,1600,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,4,17000
4554,3,2400,1,Super Area,Hyderabad,Furnished,Bachelors/Family,3,47000
4555,2,650,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4556,1,1000,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4557,2,900,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,10000
4558,2,1250,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,11000
4559,2,1020,8,Super Area,Hyderabad,Furnished,Bachelors/Family,2,21000
4560,3,1270,1,Carpet Area,Hyderabad,Furnished,Family,2,15000
4561,1,600,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4562,1,500,2,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,6500
4563,2,800,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,7500
4564,3,1500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4565,2,1200,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,11000
4566,3,1900,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,23000
4567,2,950,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,11000
4568,1,300,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,8000
4569,2,1250,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4570,2,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors,2,17000
4571,2,1100,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4572,2,1100,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4573,2,1500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,20000
4574,3,1400,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,18000
4575,3,1742,11,Carpet Area,Hyderabad,Semi-Furnished,Family,3,50000
4576,2,1250,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,23000
4577,1,650,1,Super Area,Hyderabad,Furnished,Bachelors/Family,1,16500
4578,3,1545,4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,25000
4579,1,700,1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4580,2,1600,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,12000
4581,3,1700,0,Super Area,Hyderabad,Furnished,Bachelors/Family,3,37000
4582,2,920,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,6500
4583,2,1115,3,Carpet Area,Hyderabad,Unfurnished,Family,2,13000
4584,3,1000,2,Carpet Area,Hyderabad,Semi-Furnished,Family,2,17500
4585,2,1200,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4586,1,500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,4000
4587,3,1850,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4588,1,600,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,9000
4589,2,200,3,Carpet Area,Hyderabad,Unfurnished,Family,2,13000
4590,3,1500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4591,3,2100,10,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,37000
4592,3,1250,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,25000
4593,1,800,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,13000
4594,3,1450,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,20000
4595,3,1960,8,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,37000
4596,3,1965,10,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,40000
4597,3,1834,15,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,45000
4598,3,1834,12,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,44000
4599,2,1150,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4600,3,1800,10,Super Area,Hyderabad,Furnished,Bachelors/Family,3,37000
4601,2,1000,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,12000
4602,2,1200,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,8000
4603,3,2000,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,5,30000
4604,1,700,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,12000
4605,1,400,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4606,2,1250,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,9500
4607,1,500,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,10000
4608,3,1550,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,16000
4609,2,1000,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,20000
4610,2,1200,1,Carpet Area,Hyderabad,Unfurnished,Family,2,10000
4611,2,1200,2,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4612,2,1200,5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,17000
4613,2,1800,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4614,2,1100,5,Super Area,Hyderabad,Furnished,Family,2,10000
4615,3,1650,3,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,25000
4616,3,225,0,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,15000
4617,1,550,4,Super Area,Hyderabad,Furnished,Bachelors/Family,1,11000
4618,1,350,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4619,2,600,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,15000
4620,1,500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4621,2,1100,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,11000
4622,2,1205,3,Super Area,Hyderabad,Furnished,Bachelors/Family,2,15000
4623,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,9500
4624,1,540,2,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,5000
4625,3,1800,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,20000
4626,1,500,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8500
4627,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,9000
4628,2,1180,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4629,2,1000,4,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,20000
4630,2,675,3,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,11500
4631,3,1450,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,13000
4632,1,100,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,11000
4633,1,500,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,6000
4634,2,100,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,15000
4635,4,2300,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,45000
4636,1,300,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5000
4637,1,300,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,6000
4638,1,800,3,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,8000
4639,2,1280,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,15000
4640,2,110,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,10000
4641,2,920,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,9000
4642,2,2000,0,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,16000
4643,2,770,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,16000
4644,3,3200,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,45000
4645,2,1500,1,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,12000
4646,2,1100,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,14500
4647,1,450,3,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,8000
4648,6,4500,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,6,80000
4649,2,1300,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4650,1,1000,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,15500
4651,2,900,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,8000
4652,1,400,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,7500
4653,3,10,1,Carpet Area,Hyderabad,Furnished,Bachelors/Family,3,15000
4654,1,450,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,5000
4655,2,1300,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,10000
4656,2,1000,4,Super Area,Hyderabad,Furnished,Bachelors/Family,2,16000
4657,2,1300,0,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,15000
4658,1,350,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,6000
4659,3,1560,1,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,32000
4660,3,1800,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,22000
4661,1,600,1,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,9000
4662,2,350,2,Carpet Area,Hyderabad,Unfurnished,Bachelors,1,12000
4663,2,1100,4,Carpet Area,Hyderabad,Furnished,Bachelors,2,16000
4664,2,1100,3,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,13000
4665,2,1170,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,20000
4666,1,550,-1,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,1,9000
4667,2,1000,5,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,11000
4668,2,1100,2,Super Area,Hyderabad,Furnished,Bachelors/Family,2,12500
4669,4,3789,9,Carpet Area,Hyderabad,Semi-Furnished,Family,5,140000
4670,3,2700,2,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,65000
4671,3,2170,4,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,60000
4672,2,1160,6,Super Area,Hyderabad,Furnished,Family,2,26000
4673,2,800,1,Super Area,Hyderabad,Furnished,Bachelors/Family,2,8000
4674,2,1200,2,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,14000
4675,3,1422,4,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,15000
4676,2,1200,0,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,15000
4677,2,1200,1,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,7000
